AnonID	Query	QueryTime
2722	tulle butterflies	2006-04-12 15:01:24
2722	how to make tulle butterflies	2006-04-12 15:05:40
2722	google	2006-04-12 15:18:12
2722	party city	2006-04-12 15:28:56
2722	shimmering butterfly	2006-04-12 15:41:01
2722	shimmering butterfly party	2006-04-12 15:43:48
2722	kudzu	2006-04-12 16:33:08
2722	dairy queen	2006-04-12 16:40:57
2722	virginia guardianship of a minor	2006-04-12 22:03:06
2722	when is it necessary to be guardian of minors estate	2006-04-12 22:20:42
2722	when is it necessary to be guardian of minors estate virginia	2006-04-12 22:21:35
2722	babies r us	2006-04-13 21:08:52
2722	target	2006-04-13 21:09:43
2722	lowes	2006-04-17 21:25:44
2722	door viewer	2006-04-17 21:41:04
2722	peep hole	2006-04-17 21:44:02
2722	peephole	2006-04-17 21:44:56
2722	home depot	2006-04-17 21:49:21
2722	sears	2006-04-17 22:04:45
2722	target	2006-04-17 22:16:21
2722	door viewer	2006-04-17 22:19:50
2722	birthday cakes	2006-04-17 22:44:11
2722	custom birthday cakes atlanta ga	2006-04-17 23:28:48
2722	dolly madison	2006-04-17 23:30:36
2722	custom cake	2006-04-17 23:32:30
2722	custom cake georgia	2006-04-17 23:32:53
2722	midas	2006-04-18 21:00:18
2722	firestone	2006-04-18 21:06:04
2722	purple foot baby shower	2006-04-18 21:30:22
2722	baby shower purple foot	2006-04-18 21:33:31
2722	baby shower purple	2006-04-18 21:36:33
2722	party express	2006-04-18 21:41:43
2722	sears	2006-04-20 14:08:23
2722	build a bear	2006-04-25 12:47:50
2722	yahoo	2006-04-25 13:03:23
2722	aim	2006-04-26 15:39:25
2722	atlanta christian academy	2006-04-26 22:56:53
2722	crossroads christian academy	2006-04-26 23:16:45
2722	atlanta christian academy	2006-04-26 23:19:03
2722	georgia summer camp	2006-04-27 17:24:26
2722	trust fun	2006-04-27 20:51:43
2722	cingular	2006-04-29 14:00:47
2722	columbus bank and trust routing number	2006-05-01 16:23:17
2722	routing number for columbus bank and trust	2006-05-01 16:32:17
2722	virginia taxes	2006-05-01 17:05:48
2722	georgia state university	2006-05-01 17:07:30
2722	georgia perimeter college	2006-05-01 17:27:45
2722	george washington university	2006-05-01 18:43:59
2722	oil change in atlanta georgia	2006-05-02 09:01:09
2722	auto tune up clinic	2006-05-02 09:06:18
2722	tune up clinic	2006-05-02 09:06:39
2722	google	2006-05-02 09:09:19
2722	virginia state taxes	2006-05-02 09:18:56
2722	avis	2006-05-02 09:37:30
2722	enterprise	2006-05-02 09:39:28
2722	martha living	2006-05-02 10:29:12
2722	yahoo	2006-05-02 15:10:35
2722	target	2006-05-04 23:29:01
2722	jewelry stores	2006-05-05 00:12:05
2722	mom rings	2006-05-05 00:12:46
2722	thats so raven	2006-05-05 00:58:28
2722	poison control	2006-05-05 11:52:03
2722	impetigo	2006-05-05 12:05:25
2722	yahoo	2006-05-07 14:19:49
2722	hallmark	2006-05-11 07:05:43
2722	hallmark stores	2006-05-11 07:06:15
2722	best buy	2006-05-11 14:24:11
2722	cheese cake factory	2006-05-11 14:49:37
2722	cheesecake factory	2006-05-11 14:49:43
2722	apartments	2006-05-13 08:43:52
2722	cheerleading in georgia	2006-05-14 22:27:44
2722	cheerleading in atlanta georgia	2006-05-14 22:41:10
2722	georgia force	2006-05-14 22:54:33
2722	belly dancing	2006-05-15 00:41:17
2722	belly dancing georgia	2006-05-15 00:41:53
2722	better business	2006-05-15 01:09:46
2722	death for marriage	2006-05-15 09:21:17
2722	ups	2006-05-18 00:44:29
2722	georgia b of investigation	2006-05-18 00:49:24
2722	george washington university	2006-05-18 12:43:56
2722	georgia perimeter college	2006-05-18 13:00:37
2722	goodyear	2006-05-21 09:10:59
2722	napa auto parts	2006-05-21 10:45:02
2722	j c whitney	2006-05-21 10:54:21
2722	shift knob pattern plate	2006-05-21 10:55:54
2722	advance auto parts	2006-05-21 11:47:17
2722	mailbox	2006-05-23 00:08:39
2722	meadow creek football	2006-05-23 15:12:00
2722	meadow creek youth football	2006-05-23 15:12:46
2722	meadow creek youth football georgia	2006-05-23 15:13:16
2722	tucker cheerleading	2006-05-23 15:59:53
2722	cheerleading in tucker georgia	2006-05-23 16:02:01
2722	cheer camp	2006-05-23 16:10:28
2722	meadow creek georgia	2006-05-25 00:05:51
2722	meadow creek georgia football	2006-05-25 00:06:24
2722	georgia youth football meadow creek	2006-05-25 00:07:49
2722	youth athletic associations	2006-05-25 00:14:20
2722	meadow creek youth athletic associations	2006-05-25 00:14:45
2722	georgia youth athletic associations	2006-05-25 00:16:42
2722	georgia youth athletic associations	2006-05-25 00:21:07
2722	meadow creek georgia	2006-05-25 00:29:40
2722	lucky shoals park	2006-05-25 01:05:24
2722	best friend park	2006-05-25 01:20:50
2722	best friend park georgia	2006-05-25 01:21:41
2722	lucky shoals park	2006-05-25 01:24:57
2722	lucky shoals park youth	2006-05-25 01:25:14
2722	greater atlanta christian school	2006-05-25 13:54:16
2722	greater atlanta christian school	2006-05-25 14:02:44
2722	youth track and field	2006-05-25 14:34:46
2722	youth track and field georgia	2006-05-25 14:37:42
2722	cheerleading summer camp in georgia	2006-05-25 15:12:11
2722	gymnastics georgia	2006-05-25 15:27:38
2722	google	2006-05-25 15:42:26
2722	car rental	2006-05-25 15:54:36
2722	ymca	2006-05-25 15:55:59
2722	autosave car rental	2006-05-25 23:26:54
2722	budget car rental	2006-05-25 23:29:53
2722	alamo car rental	2006-05-25 23:56:13
3302	university of wyoming	2006-03-01 23:26:22
3302	tip tennis instructor	2006-03-09 11:26:17
3302	okay to tip tennis instructor	2006-03-09 11:26:40
3302	okay to give money tip to tennis instructor	2006-03-09 11:27:25
3302	okay to give money to tennis instructor	2006-03-09 11:28:05
3302	tipping	2006-03-09 11:28:39
3302	best toys of the year	2006-03-16 01:28:43
3302	discovery kids	2006-03-16 02:13:36
3302	scale measures body fat and water	2006-03-16 11:26:50
3302	cheerleader nation tv show	2006-03-18 22:44:57
3302	lifetime cheerleader nation tv show	2006-03-18 22:47:29
3302	silhouettes	2006-03-19 16:59:11
3302	pogo	2006-03-22 01:14:30
3302	uterine bleeding and coumadin	2006-03-23 11:23:35
3302	children who have died from moms postpartum depression	2006-03-24 15:41:21
3302	outback	2006-03-28 20:36:13
3302	outback menu	2006-03-28 20:36:39
3302	outback steakhouse new menu	2006-03-28 20:39:58
3302	cause sensitivity to light	2006-03-28 22:41:43
3302	statistics on number of children who died who had moms with postpartum depression psychosis	2006-03-30 17:09:02
3302	statistics on infant death due to postpartum depression	2006-03-30 17:11:17
3302	statistics on infanticide	2006-03-30 17:25:34
3302	statistics on infanticide postpartum depression	2006-03-30 17:28:37
3302	meaning of a cohort study	2006-04-03 18:23:30
3302	prospective cohort study	2006-04-03 18:26:13
3302	meaning of a case control study	2006-04-03 18:27:33
3302	meaning of a longitudinal cohort	2006-04-03 18:30:31
3302	anticholinergic	2006-04-03 18:41:11
3302	parasympathetic nerve impulses	2006-04-03 18:45:54
3302	hypertonicity	2006-04-03 18:52:30
3302	dopamine	2006-04-04 07:46:41
3302	cortisol	2006-04-04 07:51:04
3302	medical dictionary	2006-04-04 07:59:01
3302	pharmaceutical dictionaries	2006-04-04 08:03:08
3302	medical dictionary	2006-04-04 08:04:09
3302	lifetime tv	2006-04-04 10:24:14
3302	cause of baby blues	2006-04-04 21:10:42
3302	coupons amazon	2006-04-06 10:59:55
3302	showcase cinemas	2006-04-07 02:48:51
3302	social security disability	2006-04-08 02:20:30
3302	youth challenge wyoming	2006-04-09 13:42:25
3302	gifts for social workers	2006-04-11 19:56:04
3302	gifts for nurses who teach breastfeeding	2006-04-11 20:37:07
3302	gifts for nurses who teach breastfeeding	2006-04-11 20:40:11
3302	board of public utilities cheyenne wyoming	2006-04-14 22:38:20
3302	board public utilities cheyenne wyoming	2006-04-14 22:40:23
3302	phonetic spelling	2006-04-21 01:45:07
3302	red envelope	2006-04-24 01:31:44
3302	bruising on my back coumadin level normal	2006-04-25 21:58:42
3302	cordless curling iron	2006-04-26 13:00:35
3302	cordless ceramic straightener	2006-04-26 13:06:57
3302	cordless ceramic straightener	2006-04-26 13:08:50
3302	cordless ceramic straightener	2006-04-26 13:16:45
3302	small cordless curling iron	2006-04-26 13:17:11
3302	disney cruise line castaway club	2006-04-29 01:10:10
3302	blood clots while on coumadin	2006-05-07 23:39:51
3302	phlebitis	2006-05-09 23:50:22
3302	activity with phlebitis	2006-05-09 23:57:54
3302	phlebitis tennis	2006-05-10 00:08:00
3302	taco johns calories	2006-05-10 15:08:06
3302	crock pot chicken	2006-05-10 15:41:08
3302	graduation keepsake box	2006-05-11 15:09:26
3302	phlebitis bruising	2006-05-12 01:06:06
3302	early signs of kidney failure	2006-05-12 12:31:40
3302	beethoven	2006-05-14 01:50:04
3302	song lyrics forever in you forever in me	2006-05-14 13:41:08
3302	crock pot recipes chicken	2006-05-15 13:59:58
3302	red envelope	2006-05-15 19:36:37
3302	disney world vacation packages	2006-05-23 17:43:42
3302	disney world vacation packs	2006-05-23 17:44:41
3302	disney world vacation packages	2006-05-23 17:44:57
3302	disney world cheap vacations	2006-05-24 13:31:44
3302	graduation images	2006-05-24 22:44:59
3302	examples of acronyms	2006-05-25 01:18:25
3302	acronym poems	2006-05-25 18:40:04
3302	writing acronym poems	2006-05-25 18:41:09
3302	dixie chicks songs about president bush	2006-05-26 02:04:26
3302	disney world vacation packages	2006-05-27 02:14:20
3302	disney world mickey's very merry christmas party	2006-05-27 02:40:14
3302	disney world vacation packages	2006-05-27 02:42:26
3302	disney world	2006-05-28 01:17:37
3302	billy gene king movie	2006-05-28 16:17:10
3302	billy gene king movie	2006-05-28 16:18:09
3302	billy gene king movie tv time	2006-05-28 16:18:45
3302	s australia	2006-05-30 02:01:25
3302	australia	2006-05-30 02:02:09
3745	match	2006-04-11 17:39:04
3745	ma	2006-04-25 20:36:58
3745	match	2006-04-25 20:37:17
3745	pepper	2006-05-02 18:43:10
3745	yahoo	2006-05-12 20:08:23
3745	yahoo	2006-05-12 21:16:43
3745	pepper	2006-05-15 00:51:37
3769	jean pierre and jewelry	2006-03-04 14:29:22
3769	diamond jewelry and jean pierre	2006-03-04 14:34:20
3769	diamonds jean pierre	2006-03-04 14:48:41
3769	diamonds by jean pierre	2006-03-04 14:52:51
3769	true tone home gym	2006-03-20 17:57:57
3769	mens shoes	2006-03-20 19:25:52
3769	little rock real estate	2006-03-27 22:02:36
3769	security	2006-04-12 17:19:23
3769	arkansas secretary of state	2006-05-13 20:32:53
3769	funeral homes	2006-05-22 10:59:00
3782	hertz enterprise	2006-03-08 13:42:38
3782	hertz	2006-03-09 13:46:48
3782	cleveland municipal school district	2006-03-12 19:33:45
3782	mohawks	2006-03-15 10:45:41
3782	hairstyles	2006-03-15 11:00:50
3782	mohawk	2006-03-16 23:23:30
3782	black gay chatlines	2006-03-19 19:05:16
3782	mohawk hairstyle	2006-03-20 12:56:38
3782	african hairstyle	2006-03-20 13:04:38
3782	tuxedo junction	2006-03-21 21:32:40
3782	mohawk hairstyles	2006-04-05 15:47:00
3782	kinky twist	2006-04-11 11:38:23
3782	steve madden	2006-04-17 12:25:40
3782	tuxedo	2006-04-19 21:48:39
3782	braids	2006-04-20 01:41:05
3782	mohawks	2006-04-20 17:46:45
3782	mohawks	2006-04-20 17:50:58
3782	mohawk hairstyle	2006-04-20 17:54:27
3782	kinky twist	2006-04-23 14:32:34
3839	syria history	2006-03-01 21:01:53
3839	syria historical events	2006-03-01 21:02:56
3839	boxed set of fruits basket	2006-03-12 18:17:57
3839	california	2006-03-27 18:31:02
3839	texas	2006-03-27 18:32:41
3839	texas	2006-03-27 18:33:00
3839	idaho	2006-03-27 18:33:41
3839	nevada	2006-03-27 18:34:02
3839	anime	2006-05-05 16:51:32
3914	journals	2006-03-13 18:43:50
4781	florida department of corrections	2006-03-01 11:21:24
4781	wayne county michigan process server	2006-03-01 14:33:26
4781	florida department of professional regulations	2006-03-01 15:56:41
4781	wayne county michigan process server	2006-03-02 11:54:55
4781	atlantic filters	2006-03-03 15:42:29
4781	well driller	2006-03-03 15:43:41
4781	citrus county courts	2006-03-03 18:45:46
4781	florida corporations	2006-03-04 16:28:14
4781	cowboy boots	2006-03-05 17:22:29
4781	lee county courts	2006-03-06 10:18:04
4781	bank atlantic	2006-03-06 13:35:05
4781	body glove	2006-03-08 11:50:16
4781	palm beach county building permits	2006-03-09 13:36:42
4781	department of justice	2006-03-10 10:41:17
4781	florida department of justice	2006-03-10 10:42:02
4781	miami dade clerk of court	2006-03-10 11:53:15
4781	department of justice	2006-03-10 12:05:15
4781	florida department of corrections	2006-03-11 18:05:57
4781	police radio	2006-03-11 18:16:48
4781	display booths	2006-03-11 18:30:56
4781	manikins	2006-03-11 18:37:41
4781	pillow case dress	2006-03-11 18:39:58
4781	michigan process server	2006-03-14 10:19:09
4781	palm beach county trial lawyers	2006-03-14 16:34:40
4781	gab robbins	2006-03-16 14:14:11
4781	palm beach boat show	2006-03-24 17:00:23
4781	florida marlins	2006-03-24 17:09:28
4781	deal or no deal	2006-03-24 20:22:14
4781	florida department of corrections	2006-03-25 09:16:07
4781	garment rack	2006-03-25 22:25:50
4781	florida department of corrections	2006-03-28 11:15:50
4781	state abbreviations	2006-03-30 12:00:52
4781	pro sports boats	2006-03-30 14:25:50
4781	palm beach county voters coalition	2006-04-03 14:28:39
4781	voters coalition	2006-04-03 14:29:22
4781	fulton county georgia vital statistics	2006-04-03 14:30:47
4781	independent community bank	2006-04-07 09:02:56
4781	mortgage calculator	2006-04-09 13:23:00
4781	loan payments	2006-04-12 15:18:17
4781	palm beach county bar association	2006-04-12 16:33:53
4781	florida department of corrections	2006-04-13 16:48:01
4781	florida department of corrections	2006-04-14 11:27:08
4781	boot world	2006-04-14 13:05:28
4781	cowboy boots	2006-04-14 13:07:03
4781	personal injury	2006-04-14 15:17:57
4781	auto accident pictures	2006-04-14 15:23:40
4781	auto accident pictures	2006-04-14 15:24:36
4781	auto accident photographs	2006-04-14 15:25:05
4781	divorce law	2006-04-14 17:51:19
4781	family law	2006-04-14 17:57:46
4781	personal injury law	2006-04-14 18:03:26
4781	florida divorce laws	2006-04-15 09:52:24
4781	palm beach county family connection	2006-04-17 11:06:39
4781	palm beach county building and zoning	2006-04-17 13:14:37
4781	florida criminal lawyer	2006-04-17 15:22:57
4781	tiger woods	2006-04-17 15:50:28
4781	tiger woods jupiter island	2006-04-17 15:50:46
4781	blackberry	2006-04-18 11:41:22
4781	jeanette fossas	2006-04-18 14:18:10
4781	jeanette union ring	2006-04-18 14:18:46
4781	unity band and jeanette	2006-04-18 14:19:22
4781	unity ring and jeanette	2006-04-18 14:19:43
4781	david lee edwards	2006-04-21 10:38:06
4781	david lee edwards and lottery	2006-04-21 10:38:25
4781	personal injury attorney	2006-04-23 19:30:55
4781	auto accidents	2006-04-23 19:33:11
4781	personal injury lawyer	2006-04-23 19:36:27
4781	loan calculator	2006-04-24 06:20:14
4781	loan calculator	2006-04-24 11:37:08
4781	loan calculator	2006-04-24 14:27:01
4781	mary sawyers house	2006-04-24 14:37:39
4781	national historical society	2006-04-24 14:38:19
4781	area codes	2006-04-24 18:42:08
4781	area code look up	2006-04-24 18:42:44
4781	loan calculator	2006-04-25 16:57:36
4781	criminal lawyer	2006-04-27 08:41:53
4781	generators	2006-04-27 12:03:41
4781	mitty m generators	2006-04-27 12:04:09
4781	generators	2006-04-27 12:08:14
4781	master generator	2006-04-27 12:09:58
4781	web site templates	2006-04-29 16:53:41
4781	web sight templates	2006-04-29 17:04:24
4781	website templates	2006-04-29 17:04:48
4781	baby clothes	2006-04-29 17:11:01
4781	jerry beer and judge	2006-04-29 17:23:09
4781	pro kat boats	2006-04-30 10:24:13
4781	florida lottery	2006-05-04 06:53:27
4781	palm beach county elections	2006-05-06 07:28:48
4781	palm beach county elections	2006-05-06 07:29:49
4781	palm beach county post times	2006-05-06 07:33:22
4781	unique boat	2006-05-07 12:03:48
4781	unique boat sales	2006-05-07 12:04:09
4781	pro kat boats	2006-05-07 12:04:55
4781	unique marine	2006-05-07 12:07:11
4781	pro kat boats	2006-05-08 08:35:06
4781	palm beach county supervisor of elections	2006-05-08 16:21:31
4781	triton boats	2006-05-08 17:08:33
4781	palm beach post times	2006-05-09 07:09:00
4781	code of judicial conduct	2006-05-09 09:36:44
4781	florida code of judicial conduct	2006-05-09 09:37:08
4781	west palm beach police department	2006-05-09 10:15:28
4781	pro sports boats	2006-05-09 14:57:53
4781	rinker material	2006-05-09 15:33:15
4781	loan payments	2006-05-09 16:30:09
4781	fishing charters	2006-05-09 16:33:27
4781	florida fishing charters	2006-05-09 16:36:52
4781	sailfish marina	2006-05-09 16:40:46
4781	florida fishing charters	2006-05-09 16:42:44
4781	fishing charters	2006-05-09 16:44:35
4781	mortgage loans	2006-05-09 16:57:31
4781	ocean financial	2006-05-09 20:20:23
4781	palm beach county post times	2006-05-09 20:48:50
4781	offshore financial	2006-05-10 08:42:11
4781	loan calculator	2006-05-10 08:58:42
4781	loan calculator	2006-05-10 14:33:28
4781	lee county clerk of court	2006-05-10 17:42:08
4781	offshore financial	2006-05-11 09:07:08
4781	loan calculator	2006-05-11 12:56:37
4781	tropical yacht sales	2006-05-12 13:49:23
4781	florida airports	2006-05-12 15:35:10
4781	enterprise rental	2006-05-12 15:38:41
4781	georgia lottery	2006-05-14 07:52:38
4781	boot stretcher	2006-05-15 07:00:11
4781	trailer plugs	2006-05-15 17:15:15
4781	truss builders	2006-05-16 06:57:12
4781	florida truss builders	2006-05-16 06:57:53
4781	playlands park	2006-05-16 17:05:53
4781	butterfly lure	2006-05-16 20:35:33
4781	west marine	2006-05-18 10:31:27
4781	magic tilt trailer	2006-05-18 15:44:34
4781	pro sports boats	2006-05-22 12:52:56
4781	marine speakers	2006-05-22 21:56:37
4781	marine speakers	2006-05-22 22:03:00
4781	marine speakers	2006-05-22 22:07:19
4781	rainer	2006-05-23 11:48:56
4781	west palm beach police department	2006-05-23 14:02:47
4781	florida department of revenue	2006-05-23 15:33:26
4781	line x bed liner	2006-05-23 16:17:40
4781	star rods	2006-05-23 16:44:38
4781	tucker real estate	2006-05-24 09:00:00
4781	tucker real estate and florida	2006-05-24 09:00:20
4781	tucker group real estate and florida	2006-05-24 09:00:58
4781	bobby tucker	2006-05-24 09:02:00
4781	royal wall systems	2006-05-25 13:30:51
4781	marine speakers	2006-05-25 16:20:28
4781	florida boat registration	2006-05-28 08:57:09
4781	marine audio	2006-05-30 17:14:04
4781	fathers day	2006-05-31 13:25:19
4781	royal professional builders	2006-05-31 16:35:00
5818	patrick kennedy	2006-05-05 14:04:16
5818	bikini murder	2006-05-31 06:47:21
6356	cam	2006-04-20 09:16:11
6497	aircraft carrier	2006-03-01 23:57:34
6497	aircraft carrier	2006-03-01 23:59:45
6497	tibet	2006-03-01 23:59:57
6497	tibet	2006-03-02 00:00:05
6497	battleships us	2006-03-02 00:25:49
6497	battleships us	2006-03-02 00:26:05
6497	battleships us	2006-03-02 00:29:04
6497	battleships us navy	2006-03-02 00:37:07
6497	malaya	2006-03-02 01:06:01
6497	malaya	2006-03-02 01:08:56
6497	malaya	2006-03-02 01:10:13
6497	malaya	2006-03-02 01:12:10
6497	malaya	2006-03-02 01:20:02
6497	netherlands east indies	2006-03-02 01:20:58
6497	netherlands east indies	2006-03-02 01:21:13
6497	netherlands east indies map	2006-03-02 01:21:34
6497	netherlands east indies map	2006-03-02 01:22:04
6497	netherlands east indies map	2006-03-02 01:23:02
6497	burma road map	2006-03-02 01:37:16
6497	burma road map	2006-03-02 01:41:27
6497	burma road	2006-03-02 01:43:14
6497	burma road map	2006-03-02 01:50:23
6497	burma road map	2006-03-02 01:51:35
6497	burma road map	2006-03-02 01:53:14
6497	burma road map	2006-03-02 02:02:15
6497	burma road map	2006-03-02 02:03:03
6497	battleships us navy	2006-03-02 02:38:52
6497	battleships us navy keel	2006-03-02 02:39:01
6497	battleships us keel	2006-03-02 02:39:10
6497	battleships keel	2006-03-02 02:39:31
6497	battleships keel	2006-03-02 04:17:45
6497	big fat	2006-03-05 17:11:33
6497	big fat liar bines	2006-03-05 17:20:59
6497	big fat liar bines speedo	2006-03-05 17:23:51
6497	big fat liar bines	2006-03-05 17:23:57
6497	big fat liar speedo	2006-03-05 17:24:07
6497	big fat liar trailer	2006-03-05 17:26:28
6497	prejudice propaganda bandwagon stereotype	2006-03-05 18:04:24
6497	db	2006-03-05 19:05:20
6497	death camp	2006-03-05 19:31:15
6497	silver	2006-03-05 19:35:33
6497	silver pellet	2006-03-05 19:36:17
6497	silver	2006-03-05 19:41:15
6497	death camp	2006-03-05 22:15:06
6497	silver pellet	2006-03-07 02:07:09
6497	silver element	2006-03-07 02:07:20
6497	silver element chemical periodic	2006-03-07 02:07:32
6497	silver element chemical	2006-03-07 02:07:40
6497	silver pure metal	2006-03-07 02:07:58
6497	silver pure metal pellet	2006-03-07 02:08:08
6497	silver pure metal piece	2006-03-07 02:08:17
6497	silver pure metal periodic	2006-03-07 02:08:34
6497	silver pure metal element	2006-03-07 02:08:40
6497	silver metal element	2006-03-07 02:09:00
6497	periodic table element poster	2006-03-07 02:09:32
6497	periodic table element poster	2006-03-07 02:10:10
